scheduled_interview_id,interviewer_id,scorecard_id,_fivetran_synced
181041756,464840,,2021-05-10 18:32:28.769000
231428798,484360,,2021-05-10 18:32:28.773000
179640328,647037,34875259,2021-05-10 18:32:28.764000
229878584,1418808,,2021-05-10 18:32:28.773000
223733522,484333,42821195,2021-05-10 18:32:28.770000
237668214,1134210,45319082,2021-05-11 12:29:09.788000
227499268,592582,,2021-05-12 12:30:56.448000
237507466,1561662,45262818,2021-05-17 12:28:25.764000
239389749,1145868,45840964,2021-05-17 18:29:35.049000
180478421,452763,,2021-05-19 12:28:37.881000
181202378,466247,35016459,2021-05-20 12:29:52.133000
242256904,1314103,46300537,2021-05-20 12:29:52.134000
243514773,473161,46516200,2021-05-21 12:55:58.853000
244316098,647037,46840948,2021-05-25 18:55:43.512000
241518088,1192075,46280101,2021-05-27 12:56:42.920000
245036923,1258522,46855702,2021-05-27 12:56:42.923000
243773459,1298406,46568551,2021-05-27 12:56:42.921000
245214877,1314103,46895501,2021-05-28 12:57:25.961000
242733340,441896,,2021-05-31 18:56:52.933000
243537416,456411,,2021-06-01 12:55:36.072000
243203156,1134197,,2021-06-02 18:55:17.130000
244795655,1061223,47070585,2021-06-03 12:55:44.242000
169094391,648036,33174771,2021-03-09 14:08:12.996000
171540727,894404,33135571,2021-03-09 14:08:12.996000
172545411,592582,,2021-03-09 14:08:13.245000
173170204,484372,33560659,2021-03-09 14:08:12.745000
173853596,1071953,,2021-03-09 14:08:13.246000
174483660,524691,,2021-03-09 14:08:13.512000
174959118,1017134,33854051,2021-03-09 14:08:13.513000
175336566,1134226,33980720,2021-03-09 14:08:12.995000
176060554,1313779,,2021-03-09 14:08:12.996000
176481467,471195,34555163,2021-03-09 14:08:13.246000
177166813,1298516,,2021-03-09 14:08:13.514000
177539489,552616,,2021-03-09 14:08:13.246000
177845369,484373,34279124,2021-03-09 14:08:13.514000
178284665,648036,34539038,2021-03-09 14:08:13.246000
178471769,1192075,34780783,2021-03-09 14:08:13.515000
180082184,1071953,34981214,2021-03-09 14:08:13.514000
180086093,637602,35044495,2021-03-09 14:08:13.514000
46889547,468419,9009259,2021-03-09 14:08:09.471000
48447287,441732,9261072,2021-03-09 14:08:09.472000
49749273,473239,,2021-03-09 14:08:09.473000
50406933,473239,,2021-03-09 14:08:09.472000
199708714,452763,,2021-03-09 14:08:13.514000
200599254,1258522,38203514,2021-03-09 14:08:12.996000
53404138,473239,,2021-03-09 14:08:09.473000
56244368,484367,10831860,2021-03-09 14:08:09.473000
57234243,471205,,2021-03-09 14:08:09.473000
58432212,466247,11312369,2021-03-09 14:08:09.473000
60444957,524691,,2021-03-09 14:08:09.473000
61670445,484373,,2021-03-09 14:08:09.734000
63102044,637602,12094187,2021-03-09 14:08:09.734000
64230894,473239,,2021-03-09 14:08:09.735000
65109183,456411,,2021-03-09 14:08:09.735000
65869124,484331,,2021-03-09 14:08:09.735000
68031151,471205,12884189,2021-03-09 14:08:09.735000
216661057,1298406,41099244,2021-03-09 14:08:13.764000
217284521,1061223,41146978,2021-03-09 14:08:13.765000
70557727,474381,,2021-03-09 14:08:09.735000
71827002,484354,13770346,2021-03-09 14:08:09.736000
72644682,484363,13771209,2021-03-09 14:08:09.735000
221033606,1050843,41993601,2021-03-09 14:08:13.765000
221598252,592580,,2021-03-09 14:08:13.765000
221941400,1314103,41952862,2021-03-09 14:08:13.765000
222633299,1349990,42049935,2021-03-09 14:08:14.030000
76179154,474381,14525985,2021-03-09 14:08:09.736000
224723723,1076814,42448237,2021-03-09 14:08:14.030000
225028566,452419,,2021-03-09 14:08:14.031000
77497129,648036,14818383,2021-03-09 14:08:10.009000
226374890,484360,,2021-03-09 14:08:14.263000
226566990,1134197,42949654,2021-03-09 14:08:14.030000
79251509,441896,,2021-03-09 14:08:10.009000
227527083,484360,43173681,2021-03-09 14:08:14.263000
79818485,648036,15193611,2021-03-09 14:08:10.009000
80099793,660459,15265345,2021-03-09 14:08:10.009000
229628690,1418808,43727979,2021-03-09 14:08:14.263000
81987629,648036,15534557,2021-03-09 14:08:10.009000
82158546,648036,15698681,2021-03-09 14:08:10.009000
82613275,456411,16195978,2021-03-09 14:08:10.009000
83454427,648036,15838787,2021-03-09 14:08:10.009000
85018731,474381,,2021-03-09 14:08:09.736000
87115416,648036,16555990,2021-03-09 14:08:10.009000
87725241,480811,16750015,2021-03-09 14:08:10.303000
89508050,484363,17239941,2021-03-09 14:08:10.303000
90544234,689110,17337136,2021-03-09 14:08:10.303000
91328645,466247,17546400,2021-03-09 14:08:10.009000
92125227,471205,17615632,2021-03-09 14:08:10.303000
94213418,648036,,2021-03-09 14:08:10.304000
97074895,648036,18588655,2021-03-09 14:08:10.304000
98456488,466247,18880078,2021-03-09 14:08:10.304000
100481622,484360,19318169,2021-03-09 14:08:10.592000
101446923,474381,,2021-03-09 14:08:10.592000
104428219,648036,20158626,2021-03-09 14:08:10.593000
106466778,484364,20440915,2021-03-09 14:08:10.593000
108159054,934349,20728449,2021-03-09 14:08:10.592000
109988490,466247,,2021-03-09 14:08:10.593000
110736365,473161,21375688,2021-03-09 14:08:10.849000
111965922,534242,21558368,2021-03-09 14:08:10.849000
113335794,471194,22092031,2021-03-09 14:08:10.849000
114474702,813722,22199880,2021-03-09 14:08:10.593000
116392851,767629,22558169,2021-03-09 14:08:10.850000
117460063,471194,22728729,2021-03-09 14:08:10.850000
119478244,484374,22965788,2021-03-09 14:08:10.850000
119798551,484342,23032787,2021-03-09 14:08:11.131000
120640599,648036,23378043,2021-03-09 14:08:11.131000
122062301,534242,23576817,2021-03-09 14:08:11.131000
122441625,484346,23663611,2021-03-09 14:08:11.131000
123817376,456411,23854905,2021-03-09 14:08:11.131000
124781300,975060,,2021-03-09 14:08:11.132000
125278086,456411,,2021-03-09 14:08:11.132000
125870068,456411,24326248,2021-03-09 14:08:11.379000
126590006,1017134,,2021-03-09 14:08:11.132000
127795496,484373,,2021-03-09 14:08:11.379000
128981186,1017134,,2021-03-09 14:08:11.380000
130328653,689111,25389768,2021-03-09 14:08:11.380000
130547528,1017131,25214403,2021-03-09 14:08:11.380000
130712877,452419,,2021-03-09 14:08:11.380000
131098072,813722,25964688,2021-03-09 14:08:11.381000
133716606,552617,25963749,2021-03-09 14:08:11.654000
133897521,660456,26040487,2021-03-09 14:08:11.655000
134841869,484360,26159633,2021-03-09 14:08:11.655000
134876928,441896,,2021-03-09 14:08:11.655000
135276214,484366,26286263,2021-03-09 14:08:11.655000
135866411,441896,,2021-03-09 14:08:11.655000
136253601,944069,26531423,2021-03-09 14:08:11.655000
136634695,1091400,26577244,2021-03-09 14:08:11.922000
137135825,1017134,,2021-03-09 14:08:11.922000
138167807,484342,27078011,2021-03-09 14:08:11.380000
139310573,1083732,27042673,2021-03-09 14:08:11.923000
139804947,1017134,,2021-03-09 14:08:11.923000
140427394,592582,,2021-03-09 14:08:11.922000
141254600,484361,27563094,2021-03-09 14:08:11.923000
143403626,1071953,28087785,2021-03-09 14:08:11.923000
144794032,484361,28261455,2021-03-09 14:08:11.924000
145822082,484361,28514496,2021-03-09 14:08:11.924000
147108829,484372,28562107,2021-03-09 14:08:11.924000
147899588,484373,,2021-03-09 14:08:12.216000
150443264,484360,29210428,2021-03-09 14:08:11.654000
151882565,471195,29387546,2021-03-09 14:08:12.217000
152657197,637602,29631578,2021-03-09 14:08:12.216000
153278686,484372,29937297,2021-03-09 14:08:12.216000
154730741,452763,30205538,2021-03-09 14:08:12.217000
155198049,1057501,30061565,2021-03-09 14:08:12.480000
157258853,471195,30412059,2021-03-09 14:08:12.216000
157728716,1057501,30635330,2021-03-09 14:08:12.481000
158474688,1017134,,2021-03-09 14:08:12.480000
159613069,592582,30945544,2021-03-09 14:08:12.216000
160051002,660455,31040575,2021-03-09 14:08:12.480000
160780063,733990,31528248,2021-03-09 14:08:12.482000
161405247,767626,,2021-03-09 14:08:12.480000
162909202,1061223,32163353,2021-03-09 14:08:12.482000
163991306,524691,31955995,2021-03-09 14:08:12.482000
164547049,648036,,2021-03-09 14:08:12.746000
165200908,648036,32047498,2021-03-09 14:08:12.995000
165564638,473161,32163627,2021-03-09 14:08:12.745000
165850870,767626,32164162,2021-03-09 14:08:12.746000
166152319,1050843,32457699,2021-03-09 14:08:12.996000
166289936,637602,32678899,2021-03-09 14:08:12.746000
166541194,552616,32330364,2021-03-09 14:08:12.746000
166798325,473239,32371768,2021-03-09 14:08:12.745000
167249022,466247,32640268,2021-03-09 14:08:12.995000
167880546,648036,34486876,2021-03-09 14:08:12.996000
224725933,456411,42713055,2021-03-09 20:45:22.459000
225451698,1418808,42981655,2021-03-16 18:33:07.539000
226552404,913752,42920756,2021-03-16 18:33:07.539000
227522869,484360,,2021-03-16 18:33:07.541000
232456175,733990,44192164,2021-03-23 12:32:24.096000
232683161,1258522,,2021-03-24 18:32:05.231000
234448214,1548499,,2021-03-26 08:06:54.855000
233754980,733990,44581227,2021-03-29 12:32:28.646000
233750540,1335530,44411124,2021-04-06 12:28:15.399000
235460428,1192075,,2021-04-09 12:28:40.894000
234436235,1061223,,2021-04-09 12:28:40.892000
236383107,1017134,44943101,2021-04-12 12:29:09.495000
224307300,1241025,42443141,2021-04-14 18:28:28.710000
229723351,1061223,,2021-04-16 18:28:18.007000
235287510,471195,44745880,2021-04-19 18:28:18.013000
235452634,1192075,,2021-04-26 18:28:14.586000
235297424,1258522,45154847,2021-04-28 12:28:26.882000
238095640,1548495,45373783,2021-04-28 18:27:57.031000
241001546,1548499,46049805,2021-05-05 12:28:57.252000
241276937,1298406,46050207,2021-05-05 18:28:17.281000
229880248,1418808,43571910,2021-05-10 18:32:28.771000
223733522,637602,,2021-05-10 18:32:28.770000
172759669,1241025,33724517,2021-05-10 18:32:28.764000
181042223,963580,34995994,2021-05-10 18:32:28.769000
179771618,452763,34931027,2021-05-10 18:32:28.764000
221941653,1241025,42039255,2021-05-10 18:32:28.770000
231428798,1258522,43855085,2021-05-10 18:32:28.773000
230381099,1418808,,2021-05-10 18:32:28.771000
238445241,647034,45444167,2021-05-11 12:29:09.788000
227951430,471194,,2021-05-12 12:30:56.448000
240976173,1192075,,2021-05-14 12:28:29.812000
242760969,484360,46441800,2021-05-14 18:27:57.569000
238689440,1561655,45789233,2021-05-17 12:28:25.764000
180478573,1085802,,2021-05-19 12:28:37.881000
181207005,689111,35014925,2021-05-20 12:29:52.133000
242761955,484360,46617520,2021-05-20 12:29:52.133000
243523617,647037,46699707,2021-05-21 18:55:38.966000
243773969,484360,,2021-05-26 12:57:16.931000
243516460,473161,,2021-05-26 18:55:27.726000
241518088,1570088,46108661,2021-05-27 12:56:42.920000
245427915,1548499,,2021-05-27 12:56:42.920000
244176402,1298406,46667734,2021-05-27 12:56:42.921000
242762164,1418808,46446618,2021-05-27 18:55:39.946000
245192884,1421750,,2021-05-31 12:55:47.393000
244192288,452419,,2021-06-01 12:55:36.073000
244191337,452763,47048193,2021-06-01 18:55:06.903000
245095351,473161,46925388,2021-06-03 12:55:44.242000
244941243,484360,,2021-06-03 18:55:10.680000
241696577,480811,,2021-06-04 12:55:44.063000
168640527,592582,32718233,2021-03-09 14:08:13.245000
170197370,648036,,2021-03-09 14:08:13.245000
171910602,637602,,2021-03-09 14:08:13.245000
173442988,1273831,,2021-03-09 14:08:12.745000
174058418,484360,34139353,2021-03-09 14:08:13.245000
174524275,1061223,33807300,2021-03-09 14:08:13.246000
175151025,473161,33940667,2021-03-09 14:08:13.246000
176091744,592582,34073882,2021-03-09 14:08:12.996000
176927627,1267286,34496275,2021-03-09 14:08:13.514000
177151211,1017132,34370656,2021-03-09 14:08:12.996000
177329181,441896,34368555,2021-03-09 14:08:13.513000
178057994,441896,,2021-03-09 14:08:13.246000
178323509,660455,34496294,2021-03-09 14:08:12.995000
178528907,660455,34577911,2021-03-09 14:08:12.996000
180105583,1017134,34794075,2021-03-09 14:08:13.515000
180660327,552623,34979709,2021-03-09 14:08:13.764000
47005114,453881,9037334,2021-03-09 14:08:09.471000
49406653,452763,,2021-03-09 14:08:09.472000
49767561,473239,,2021-03-09 14:08:09.473000
198776826,1258522,37953761,2021-03-09 14:08:13.764000
51998058,473239,,2021-03-09 14:08:09.473000
52511703,484361,10092703,2021-03-09 14:08:09.473000
54243621,452763,,2021-03-09 14:08:09.473000
56389203,468419,10751442,2021-03-09 14:08:09.473000
57472125,484352,11286615,2021-03-09 14:08:09.473000
58952875,473239,,2021-03-09 14:08:09.473000
60594164,473239,,2021-03-09 14:08:09.474000
62646364,473239,,2021-03-09 14:08:09.473000
63243603,552617,12123193,2021-03-09 14:08:09.734000
64707745,552621,12325659,2021-03-09 14:08:09.735000
65326410,456411,12550429,2021-03-09 14:08:09.735000
67111331,534242,12785621,2021-03-09 14:08:09.735000
68179032,464840,13062720,2021-03-09 14:08:09.474000
68811462,484331,13064215,2021-03-09 14:08:09.735000
69380062,647035,13155725,2021-03-09 14:08:09.736000
70839651,484373,13525092,2021-03-09 14:08:09.736000
219952904,452419,,2021-03-09 14:08:13.765000
72863425,456411,,2021-03-09 14:08:09.473000
73282129,464840,,2021-03-09 14:08:10.008000
221616003,592580,42039884,2021-03-09 14:08:13.765000
222245050,836218,42046219,2021-03-09 14:08:14.030000
223246352,1298510,42390600,2021-03-09 14:08:13.765000
76180119,484365,14433518,2021-03-09 14:08:10.008000
225269424,1298406,,2021-03-09 14:08:14.031000
226091772,1418808,42982507,2021-03-09 14:08:14.031000
226532174,1314111,,2021-03-09 14:08:14.030000
227274266,1258522,43004951,2021-03-09 14:08:14.031000
79494455,473161,15146146,2021-03-09 14:08:10.009000
79970415,552617,15198762,2021-03-09 14:08:10.009000
80100938,660459,15241409,2021-03-09 14:08:10.009000
229890044,1256732,,2021-03-09 14:08:14.264000
84173237,648036,16073101,2021-03-09 14:08:10.009000
85623619,484341,16222372,2021-03-09 14:08:10.009000
87246747,464840,,2021-03-09 14:08:10.010000
88219821,648036,16763248,2021-03-09 14:08:10.302000
89904852,452763,,2021-03-09 14:08:10.303000
90883057,484373,17475641,2021-03-09 14:08:10.008000
91332463,813722,,2021-03-09 14:08:10.303000
92334568,484367,17649832,2021-03-09 14:08:10.303000
94623668,466247,18235688,2021-03-09 14:08:10.303000
97533121,484351,18852150,2021-03-09 14:08:10.304000
99292675,484342,,2021-03-09 14:08:10.304000
100659379,441896,19526895,2021-03-09 14:08:10.592000
102282392,552617,20514069,2021-03-09 14:08:10.592000
104880286,648036,20123804,2021-03-09 14:08:10.304000
106609959,767628,20559148,2021-03-09 14:08:10.592000
108490627,867170,20820777,2021-03-09 14:08:10.593000
110310925,534242,21373694,2021-03-09 14:08:10.593000
110743384,767628,21517722,2021-03-09 14:08:10.593000
112095899,944069,21632434,2021-03-09 14:08:10.593000
113599161,484353,21907473,2021-03-09 14:08:10.593000
115296455,767628,22371114,2021-03-09 14:08:10.849000
116397174,637602,22483127,2021-03-09 14:08:10.850000
118470126,471194,22846453,2021-03-09 14:08:10.850000
119628168,466247,23100325,2021-03-09 14:08:11.131000
120273880,689111,23377759,2021-03-09 14:08:10.850000
121529618,767628,23534941,2021-03-09 14:08:11.131000
122066789,466247,23622497,2021-03-09 14:08:11.131000
123271712,648036,23850869,2021-03-09 14:08:10.850000
124412257,484353,24618722,2021-03-09 14:08:11.132000
124789239,484374,24066566,2021-03-09 14:08:11.379000
125677585,648036,,2021-03-09 14:08:11.132000
125900548,456411,,2021-03-09 14:08:11.132000
126910361,592580,24442222,2021-03-09 14:08:10.850000
128233690,934349,24921091,2021-03-09 14:08:11.132000
129237465,1017134,,2021-03-09 14:08:11.380000
130332329,689111,25389805,2021-03-09 14:08:11.380000
130547533,473161,25257199,2021-03-09 14:08:11.380000
130900585,920751,25560901,2021-03-09 14:08:11.380000
131558677,484373,25643436,2021-03-09 14:08:11.131000
133759026,660456,25876587,2021-03-09 14:08:10.850000
133941985,767628,26111835,2021-03-09 14:08:11.381000
134856955,441896,,2021-03-09 14:08:11.655000
134889026,474381,26256509,2021-03-09 14:08:11.654000
135276217,484366,26421123,2021-03-09 14:08:11.655000
135977001,944069,26658720,2021-03-09 14:08:11.655000
136414736,484366,26574558,2021-03-09 14:08:11.922000
136641250,552623,26571472,2021-03-09 14:08:11.654000
137578699,592582,,2021-03-09 14:08:11.922000
138471876,484366,26998976,2021-03-09 14:08:11.923000
139472808,1017134,27203687,2021-03-09 14:08:11.923000
140048657,813722,27238576,2021-03-09 14:08:11.655000
140522561,484361,27474618,2021-03-09 14:08:11.923000
141768350,484361,27759367,2021-03-09 14:08:11.924000
143518869,484361,27943561,2021-03-09 14:08:11.924000
144845256,1057501,28310921,2021-03-09 14:08:11.924000
146589983,867170,28436063,2021-03-09 14:08:12.215000
147306177,660455,28603936,2021-03-09 14:08:11.924000
147899712,464840,,2021-03-09 14:08:12.216000
150878558,484360,29506990,2021-03-09 14:08:12.216000
152079857,813722,29492642,2021-03-09 14:08:12.217000
152829067,1134210,29633444,2021-03-09 14:08:12.216000
153542708,1192075,29846937,2021-03-09 14:08:12.480000
154730744,466247,30373987,2021-03-09 14:08:12.480000
155383885,1057501,30284695,2021-03-09 14:08:12.216000
157260358,464840,,2021-03-09 14:08:12.216000
157917163,484346,30769017,2021-03-09 14:08:12.480000
158874685,1017134,,2021-03-09 14:08:12.481000
159813789,1057501,31084265,2021-03-09 14:08:12.481000
160071112,484345,31125627,2021-03-09 14:08:12.480000
161167935,1061223,32038986,2021-03-09 14:08:12.482000
161405375,842490,31353806,2021-03-09 14:08:12.481000
163318273,1017134,31873039,2021-03-09 14:08:12.745000
164366556,592582,31818679,2021-03-09 14:08:12.746000
164724942,648036,31925843,2021-03-09 14:08:12.746000
165241881,524691,32225139,2021-03-09 14:08:12.482000
165596173,648036,32226095,2021-03-09 14:08:12.745000
166012700,1061223,32159719,2021-03-09 14:08:12.996000
166163103,592582,32369105,2021-03-09 14:08:12.995000
166352549,466247,32254845,2021-03-09 14:08:12.746000
166549994,474381,32332957,2021-03-09 14:08:12.746000
166933285,452763,32712990,2021-03-09 14:08:12.482000
167469431,934333,32490663,2021-03-09 14:08:12.996000
167977733,524691,,2021-03-09 14:08:12.482000
168494519,484360,,2021-03-09 14:08:12.996000
226640531,1421750,42875149,2021-03-09 20:45:22.459000
231186578,473161,43850749,2021-03-11 20:21:34.963000
231885375,733990,,2021-03-12 12:29:09.493000
226087673,1418808,42982188,2021-03-16 18:33:07.539000
229623121,484360,,2021-03-16 18:33:07.541000
227107200,1258522,43006243,2021-03-16 18:33:07.539000
231492237,473161,43967146,2021-03-17 12:31:48.575000
227532154,1504434,43012350,2021-03-17 18:31:45.301000
231661113,1145868,,2021-03-18 12:29:32.858000
231493920,1258522,44129642,2021-03-19 18:31:20.926000
232754979,1076814,44356678,2021-03-26 18:31:37.951000
229683644,1421750,43505860,2021-03-29 12:32:28.644000
234249890,1548499,,2021-03-29 12:32:28.645000
232251965,1298508,44074249,2021-03-31 12:34:10.769000
222240309,552624,42093154,2021-04-07 12:28:42.658000
234471414,1548499,,2021-04-09 12:28:40.892000
226079624,484373,42723706,2021-04-12 18:28:26.857000
230179283,1232456,44080316,2021-04-19 12:28:36.969000
235434277,524691,45497288,2021-04-21 12:29:27.273000
232443955,452763,,2021-04-21 12:29:27.272000
238949450,1298406,45665257,2021-05-03 18:28:17.616000
236395445,1335530,45265778,2021-05-06 06:27:36.087000
178495004,1061223,34621654,2021-05-10 12:30:33.643000
222614024,637602,,2021-05-10 18:32:28.770000
181042225,1241025,,2021-05-10 18:32:28.769000
229972357,1335525,43573277,2021-05-10 18:32:28.771000
175612154,471195,33990356,2021-05-10 18:32:28.764000
220938471,1298406,41740878,2021-05-10 18:32:28.770000
180276761,1192075,35013836,2021-05-10 18:32:28.769000
225033942,1298520,42878406,2021-05-10 18:32:28.771000
241469642,1192075,46280161,2021-05-11 12:29:09.789000
226747212,471194,,2021-05-12 12:30:56.448000
150866299,1134210,29509739,2021-05-12 12:30:56.448000
238134332,1298406,45602170,2021-05-16 12:27:43.294000
240437815,1134197,45942381,2021-05-17 12:28:25.764000
242761108,1418808,46609344,2021-05-19 12:28:37.886000
234233829,1192075,,2021-05-20 06:27:39.131000
237442860,926623,45156439,2021-05-20 12:29:52.133000
243187992,1548499,46610294,2021-05-21 00:28:13.214000
243774088,1418808,46674132,2021-05-21 12:55:58.853000
243532796,1533860,46722523,2021-05-24 12:56:39.674000
243774249,1418808,46835337,2021-05-25 12:56:06.970000
244035433,1421750,46891498,2021-05-26 18:55:27.727000
242762464,484360,46440257,2021-05-27 12:56:42.921000
244251912,648036,46946617,2021-05-27 18:55:39.948000
241953773,452419,46445132,2021-05-30 06:56:22.673000
168491124,1267286,32642502,2021-06-01 12:55:36.071000
245426399,1418808,47051289,2021-06-01 12:55:36.073000
243505881,452763,,2021-06-02 12:55:36.942000
245829952,1258522,,2021-06-03 12:55:44.240000
245530446,1134201,47234101,2021-06-04 12:55:44.064000
168901342,1273831,,2021-03-09 14:08:13.245000
171405212,552616,,2021-03-09 14:08:13.245000
172411400,592582,,2021-03-09 14:08:13.246000
173162256,1017134,34025228,2021-03-09 14:08:13.246000
173853561,1071953,,2021-03-09 14:08:13.246000
174229606,471194,,2021-03-09 14:08:13.246000
174924933,648036,33747865,2021-03-09 14:08:13.513000
175336563,1134226,33987459,2021-03-09 14:08:12.996000
175860589,441896,,2021-03-09 14:08:13.245000
176296374,1017134,34365418,2021-03-09 14:08:13.513000
177151241,1017132,,2021-03-09 14:08:13.514000
177539487,1258524,34538666,2021-03-09 14:08:13.246000
177842149,867170,34465199,2021-03-09 14:08:13.513000
178280948,1061223,,2021-03-09 14:08:13.515000
178323543,473239,34539050,2021-03-09 14:08:13.513000
180078629,1298406,34875872,2021-03-09 14:08:13.515000
180086091,1298516,35045355,2021-03-09 14:08:13.514000
45974906,452419,8882137,2021-03-09 14:08:09.471000
48237387,473239,,2021-03-09 14:08:09.471000
49634035,473239,9449900,2021-03-09 14:08:09.473000
50084138,473239,,2021-03-09 14:08:09.473000
199670814,471194,38130302,2021-03-09 14:08:13.764000
52243063,484346,,2021-03-09 14:08:09.471000
53099560,473239,,2021-03-09 14:08:09.473000
55371137,484367,10830033,2021-03-09 14:08:09.473000
56793066,452763,,2021-03-09 14:08:09.473000
58137551,524691,11074882,2021-03-09 14:08:09.473000
60142647,473239,,2021-03-09 14:08:09.473000
61670445,441896,,2021-03-09 14:08:09.734000
62786714,484367,12067642,2021-03-09 14:08:09.734000
63918127,552618,12321339,2021-03-09 14:08:09.735000
65101313,456411,12611466,2021-03-09 14:08:09.735000
65753566,647035,12546275,2021-03-09 14:08:09.735000
68013503,452762,13035259,2021-03-09 14:08:09.736000
216661056,647034,41030035,2021-03-09 14:08:13.764000
68961997,647035,13034906,2021-03-09 14:08:09.736000
70553354,471205,13409950,2021-03-09 14:08:09.735000
71499395,471205,13551406,2021-03-09 14:08:09.736000
72636447,484354,13774861,2021-03-09 14:08:10.008000
73394634,441896,,2021-03-09 14:08:10.008000
221941355,1145868,41924509,2021-03-09 14:08:13.765000
222473463,1421750,42155779,2021-03-09 14:08:14.030000
222622378,637602,,2021-03-09 14:08:14.030000
223457271,592580,,2021-03-09 14:08:14.030000
224182169,1298406,42390387,2021-03-09 14:08:14.030000
224712347,1192075,,2021-03-09 14:08:14.030000
225009864,441896,42609666,2021-03-09 14:08:14.030000
77497129,484373,15014595,2021-03-09 14:08:10.009000
78727113,484365,,2021-03-09 14:08:10.009000
79251507,464840,,2021-03-09 14:08:10.009000
227759665,1314103,43119319,2021-03-09 14:08:14.030000
80098907,473161,15231558,2021-03-09 14:08:10.009000
83170899,441896,,2021-03-09 14:08:10.009000
84995045,474381,16224186,2021-03-09 14:08:09.735000
86607618,441896,,2021-03-09 14:08:10.302000
87724131,484367,16652154,2021-03-09 14:08:10.302000
89446287,480811,17247449,2021-03-09 14:08:10.303000
90264953,473239,,2021-03-09 14:08:10.303000
91213357,813722,17407860,2021-03-09 14:08:10.303000
92045303,474381,17612344,2021-03-09 14:08:10.303000
93752041,484373,18363951,2021-03-09 14:08:10.303000
96657427,484336,18484479,2021-03-09 14:08:10.304000
98315678,484351,,2021-03-09 14:08:10.304000
100351201,484373,19294264,2021-03-09 14:08:10.304000
101446921,480811,19568624,2021-03-09 14:08:10.592000
103976549,767628,20014398,2021-03-09 14:08:10.592000
106089534,689111,20303384,2021-03-09 14:08:10.593000
107997921,944069,21634097,2021-03-09 14:08:10.593000
109842486,466247,21414890,2021-03-09 14:08:10.593000
110726641,456411,21262180,2021-03-09 14:08:10.593000
111786394,452419,,2021-03-09 14:08:10.593000
112817133,944069,21808954,2021-03-09 14:08:10.593000
114474603,813722,,2021-03-09 14:08:10.849000
115932067,471194,22918426,2021-03-09 14:08:10.849000
116662798,637602,22770144,2021-03-09 14:08:10.849000
118809462,552616,23100040,2021-03-09 14:08:10.850000
119790425,552616,23043866,2021-03-09 14:08:11.131000
120596249,466247,23496029,2021-03-09 14:08:11.131000
121827081,452419,23421309,2021-03-09 14:08:11.131000
122288593,934349,23618901,2021-03-09 14:08:10.849000
123817374,975060,23821418,2021-03-09 14:08:11.131000
124479065,648036,23980951,2021-03-09 14:08:11.132000
125278084,975060,24188238,2021-03-09 14:08:11.132000
125870066,926623,24357775,2021-03-09 14:08:11.379000
126590005,934349,24614395,2021-03-09 14:08:11.132000
127795494,1017134,24966461,2021-03-09 14:08:11.379000
128658294,1017134,,2021-03-09 14:08:11.380000
130314716,1017134,,2021-03-09 14:08:11.380000
130547477,561465,25300684,2021-03-09 14:08:11.380000
130547562,1017131,25344831,2021-03-09 14:08:11.380000
131098071,484331,25966699,2021-03-09 14:08:11.381000
133554605,452419,25919106,2021-03-09 14:08:11.654000
133897520,484374,26043698,2021-03-09 14:08:11.655000
134537559,920751,26041346,2021-03-09 14:08:11.654000
134857286,484360,26371015,2021-03-09 14:08:11.655000
135264944,813722,,2021-03-09 14:08:11.655000
135487437,484346,26917886,2021-03-09 14:08:10.849000
136238442,944069,26414616,2021-03-09 14:08:11.655000
136634693,484341,26574762,2021-03-09 14:08:11.922000
136951979,484346,26534515,2021-03-09 14:08:11.655000
137773420,1057501,26738474,2021-03-09 14:08:11.654000
139142054,813722,26578796,2021-03-09 14:08:11.654000
139801549,473239,27360613,2021-03-09 14:08:11.655000
140427258,767628,,2021-03-09 14:08:11.923000
141234450,1134200,27436029,2021-03-09 14:08:11.923000
143403624,534242,28145102,2021-03-09 14:08:11.923000
144793937,767626,28147778,2021-03-09 14:08:11.924000
145555190,648036,28272180,2021-03-09 14:08:11.655000
147084648,466247,28793119,2021-03-09 14:08:12.215000
147894903,648036,29892602,2021-03-09 14:08:12.216000
151713808,1134210,,2021-03-09 14:08:12.216000
152645479,480811,29669912,2021-03-09 14:08:12.216000
153278682,1057501,29982310,2021-03-09 14:08:12.217000
154721236,813722,,2021-03-09 14:08:12.216000
154775696,648036,30025682,2021-03-09 14:08:12.216000
156733450,484360,30413721,2021-03-09 14:08:12.480000
157470585,813722,30457295,2021-03-09 14:08:12.480000
158441977,484346,30902083,2021-03-09 14:08:12.480000
159613069,484360,30943215,2021-03-09 14:08:12.216000
159855982,767628,30984253,2021-03-09 14:08:12.482000
160582909,648036,,2021-03-09 14:08:12.744000
161368960,484345,31854958,2021-03-09 14:08:12.481000
162718523,484361,31528316,2021-03-09 14:08:12.745000
163978741,484345,31874577,2021-03-09 14:08:12.745000
164536825,648036,31861629,2021-03-09 14:08:12.745000
165096667,484361,,2021-03-09 14:08:12.745000
165477828,648036,32210125,2021-03-09 14:08:12.745000
165838346,767626,32218084,2021-03-09 14:08:12.996000
166015848,1050843,,2021-03-09 14:08:12.996000
166288671,1256732,32488347,2021-03-09 14:08:12.482000
