application_id,job_id,_fivetran_synced
204714735,1518945,2021-07-06 08:52:35.879000
198703886,1671974,2021-07-06 08:55:13.968000
204173924,1518945,2021-07-07 09:21:12.215000
201219675,1822856,2021-07-08 18:28:49.073000
55891383,452579,2021-07-09 12:28:53.121000
140193304,1190420,2021-07-15 12:30:29.735000
206071360,1822856,2021-07-16 12:33:20.272000
205998923,1822856,2021-07-19 12:31:56.883000
168448743,1121334,2021-07-20 00:34:49.294000
206776782,1826174,2021-07-22 12:36:52.885000
207025538,1826174,2021-07-22 18:35:53.938000
142876506,1146289,2021-07-22 18:34:37.262000
206056947,1822856,2021-07-25 00:32:51.384000
140582417,1188855,2021-07-27 06:33:21.358000
186672603,1419928,2021-03-09 13:58:26.308000
62049306,450984,2021-03-09 10:56:50.744000
69848250,526586,2021-03-09 11:11:14.734000
89389183,682772,2021-03-09 11:25:25.579000
108291595,914882,2021-03-09 11:40:00.770000
118197274,989441,2021-03-09 11:54:43.857000
124088824,1077623,2021-03-09 12:11:58.422000
129663055,1121334,2021-03-09 12:26:14.102000
138706149,1190420,2021-03-09 12:40:44.690000
162330556,1121334,2021-03-09 13:42:36.771000
194671233,1553791,2021-04-21 12:28:39.353000
142742578,1156901,2021-05-19 12:27:26.335000
53883094,437730,2021-03-09 10:43:16.218000
62552739,510885,2021-03-09 10:57:35.063000
118314207,1299254,2021-03-09 11:55:03.962000
128659258,1121334,2021-03-09 12:24:54.436000
138298424,1152186,2021-03-09 12:38:45.499000
141309317,1127885,2021-03-09 12:54:02.900000
143314182,1146289,2021-03-09 13:09:28.561000
192809437,1733629,2021-04-21 12:28:19.579000
61009988,479796,2021-03-09 10:55:38.543000
69190284,530172,2021-03-09 11:10:21.861000
87514447,682772,2021-03-09 11:24:13.291000
123121037,867888,2021-03-09 12:08:49.603000
138293136,1188855,2021-03-09 12:38:42.812000
141231733,1202848,2021-03-09 12:53:33.940000
143017488,1202848,2021-03-09 13:08:45.369000
138666545,1127885,2021-04-17 12:28:01.760000
188305256,1557934,2021-05-19 12:27:47.995000
185666443,1543419,2021-03-09 13:56:13.822000
53709231,427355,2021-03-09 10:42:28.288000
69576497,530172,2021-03-09 11:10:52.983000
107973613,930003,2021-03-09 11:39:16.560000
118466858,979088,2021-03-09 11:55:10.786000
124053228,1077623,2021-03-09 12:11:35.620000
141886863,670237,2021-03-09 12:55:40.546000
165351001,1121334,2021-03-09 13:44:42.855000
150970766,1284156,2021-05-10 18:28:01.968000
185658653,1518935,2021-03-09 13:56:13.063000
60370028,450984,2021-03-09 10:54:44.996000
117384850,821955,2021-03-09 11:53:02.500000
123082816,867888,2021-03-09 12:08:45.441000
127997749,1072848,2021-03-09 12:24:02.471000
138002439,1188855,2021-03-09 12:37:09.683000
141023269,1190420,2021-03-09 12:52:15.317000
142892379,1158769,2021-03-09 13:07:14.871000
154256510,1239515,2021-03-09 13:40:36.536000
194675641,1773497,2021-04-15 12:29:25.456000
198123619,1768716,2021-05-14 12:27:45.170000
185507109,1557936,2021-03-09 13:56:07.354000
52847806,407552,2021-03-09 10:40:03.737000
67824289,530172,2021-03-09 11:08:36.172000
84619729,510885,2021-03-09 11:22:47.914000
106619315,921085,2021-03-09 11:37:35.877000
123081251,1070443,2021-03-09 12:08:44.962000
127994687,1072848,2021-03-09 12:23:10.245000
141099427,1205228,2021-03-09 12:52:53.794000
143007364,1146289,2021-03-09 13:08:25.693000
162274496,1121334,2021-03-09 13:42:13.211000
138364421,1188855,2021-07-01 13:16:55.987000
186840657,1583059,2021-03-09 13:58:34.761000
54097364,437730,2021-03-09 10:43:25.159000
91031512,682772,2021-03-09 11:26:15.270000
108750914,921254,2021-03-09 11:40:45.615000
119006272,821955,2021-03-09 11:56:02.243000
138664980,1188855,2021-03-09 12:40:22.130000
141690731,1156901,2021-03-09 12:55:14.035000
143440914,1229666,2021-03-09 13:10:18.466000
163622967,1121334,2021-03-09 13:43:51.631000
147099545,1221044,2021-05-24 18:55:32.746000
204131621,1518945,2021-07-01 13:18:40.593000
185553802,1553536,2021-03-09 13:56:08.877000
52860406,430559,2021-03-09 10:40:05.251000
68361558,494154,2021-03-09 11:09:05.750000
86360792,682772,2021-03-09 11:23:15.917000
123169656,1072848,2021-03-09 12:09:11.502000
128117383,1072848,2021-03-09 12:23:32.460000
138037175,1127885,2021-03-09 12:37:31.397000
141057312,1205228,2021-03-09 12:52:21.964000
142886724,1158769,2021-03-09 13:07:05.400000
148030421,1237613,2021-03-09 13:22:39.910000
153929578,1268899,2021-03-09 13:39:56.563000
194324974,1733629,2021-04-21 12:28:37.779000
199033611,1773497,2021-05-18 18:29:56.818000
185561889,1557936,2021-03-09 13:56:09.108000
106838741,786585,2021-03-09 11:38:18.787000
123247348,1072848,2021-03-09 12:09:38.634000
128341914,1072848,2021-03-09 12:23:45.653000
138233734,1127885,2021-03-09 12:38:24.760000
141130768,1202848,2021-03-09 12:53:15.920000
142953075,1158769,2021-03-09 13:08:22.425000
162821040,1121334,2021-03-09 13:43:07.557000
198918395,1773497,2021-05-20 12:29:23.992000
186432702,1553536,2021-03-09 13:58:07.414000
62059324,531845,2021-03-09 10:56:51.995000
89055814,682772,2021-03-09 11:25:06.706000
107910663,891296,2021-03-09 11:39:14.467000
123285935,1070443,2021-03-09 12:10:01.382000
138290761,1188855,2021-03-09 12:38:27.269000
141226651,1127885,2021-03-09 12:53:33.431000
142904979,1158769,2021-03-09 13:07:58.823000
153796786,1127885,2021-03-09 13:39:34.354000
194215143,1553791,2021-04-13 12:28:13.043000
185949537,1553791,2021-03-09 13:57:20.782000
69607322,526586,2021-03-09 11:10:54.227000
108018178,891296,2021-03-09 11:39:33.376000
123634709,1072848,2021-03-09 12:10:51.525000
129374050,1121334,2021-03-09 12:25:53.046000
141882848,1202848,2021-03-09 12:55:36.723000
143424727,1229666,2021-03-09 13:09:54.299000
156541871,539354,2021-03-09 13:41:55.485000
192918885,1733614,2021-04-14 18:28:04.920000
196136370,1553791,2021-05-17 12:27:36.336000
202014592,1791578,2021-06-28 13:32:31.429000
185610497,1518935,2021-03-09 13:56:09.590000
52567122,402321,2021-03-09 10:39:35.321000
59420720,393271,2021-03-09 10:53:53.855000
67610023,546124,2021-03-09 11:08:13.200000
83857179,682772,2021-03-09 11:22:04.708000
105675715,869446,2021-03-09 11:36:35.444000
116347864,982030,2021-03-09 11:51:04.708000
123003176,1072848,2021-03-09 12:08:00.927000
127973254,1072848,2021-03-09 12:22:47.317000
137745973,1152186,2021-03-09 12:36:45.675000
141016190,1205228,2021-03-09 12:51:57.101000
142841430,1158769,2021-03-09 13:06:25.407000
148229275,1127885,2021-03-09 13:22:45.798000
154849921,1303067,2021-03-09 13:41:44.060000
194569471,1733629,2021-04-21 12:28:38.542000
185777081,1518935,2021-03-09 13:56:52.919000
53619442,393271,2021-03-09 10:42:07.036000
61486830,457313,2021-03-09 10:56:04.572000
69566941,530172,2021-03-09 11:10:51.999000
107541227,823132,2021-03-09 11:39:10.221000
123238716,1072848,2021-03-09 12:09:37.178000
138161994,1190420,2021-03-09 12:38:16.480000
141099461,1190420,2021-03-09 12:52:54.332000
142902860,1158769,2021-03-09 13:07:54.821000
148451132,1229666,2021-03-09 13:23:29.451000
195818609,1739664,2021-04-20 12:28:14.714000
199515260,1810989,2021-05-19 18:29:04.957000
196523015,1721356,2021-06-27 16:11:55.370000
185792244,1518935,2021-03-09 13:56:57.071000
54136463,437730,2021-03-09 10:43:44.630000
70743166,480144,2021-03-09 11:12:11.917000
90905011,682772,2021-03-09 11:26:13.988000
108681947,930003,2021-03-09 11:40:28.104000
138807192,1188855,2021-03-09 12:41:06.774000
143527658,1229666,2021-03-09 13:10:37.267000
162953896,1121334,2021-03-09 13:43:25.284000
127965292,1072848,2021-05-02 18:27:19.581000
185775136,1518935,2021-03-09 13:56:36.424000
53701355,393271,2021-03-09 10:42:25.773000
62469796,450984,2021-03-09 10:57:17.133000
91765458,682772,2021-03-09 11:26:54.231000
108909227,921254,2021-03-09 11:40:56.144000
119145568,982030,2021-03-09 11:56:05.616000
130431447,1121334,2021-03-09 12:26:35.241000
138816445,1127885,2021-03-09 12:41:11.528000
141920809,1158887,2021-03-09 12:56:03.859000
144075172,1190420,2021-03-09 13:12:13.930000
150519759,670237,2021-03-09 13:27:48.438000
165288055,1121334,2021-03-09 13:44:40.662000
196557545,1744688,2021-05-03 12:28:15.387000
185859796,1543419,2021-03-09 13:57:16.029000
69667689,529043,2021-03-09 11:10:55.233000
107864837,826910,2021-03-09 11:39:13.711000
123532127,1073086,2021-03-09 12:10:47.196000
143557661,1229666,2021-03-09 13:10:42.343000
149549014,1229666,2021-03-09 13:26:33.747000
163803169,1121334,2021-03-09 13:43:54.326000
193540588,1730731,2021-04-28 12:27:57.059000
198981384,1773497,2021-05-20 12:29:25.222000
53728620,438952,2021-03-09 10:42:30.733000
88250442,682772,2021-03-09 11:24:38.595000
107273160,914882,2021-03-09 11:38:47.640000
123206064,1072848,2021-03-09 12:09:35.133000
138158668,1188855,2021-03-09 12:38:14.697000
141248586,1202848,2021-03-09 12:53:38.272000
162449037,1121334,2021-03-09 13:42:42.725000
193228559,1730731,2021-04-28 12:27:52.054000
117141976,1007695,2021-05-20 12:27:46.049000
186192998,1553791,2021-03-09 13:57:44.091000
53796582,439596,2021-03-09 10:42:32.941000
62157873,438952,2021-03-09 10:56:53.736000
88767274,682772,2021-03-09 11:25:02.959000
123369818,867888,2021-03-09 12:10:03.136000
128630823,1121334,2021-03-09 12:24:53.215000
138333880,1190420,2021-03-09 12:39:09.535000
143122750,1146289,2021-03-09 13:09:07.008000
163047877,1188855,2021-03-09 13:43:26.783000
197190213,1773497,2021-05-03 18:27:55.548000
199550811,1773497,2021-05-24 00:55:04.674000
185694406,1557936,2021-03-09 13:56:15.780000
61389966,506147,2021-03-09 10:56:02.523000
107864150,821955,2021-03-09 11:39:13.454000
117924648,982040,2021-03-09 12:09:36.687000
123375436,1055254,2021-03-09 12:10:05.691000
138344095,1188855,2021-03-09 12:39:11.999000
141372124,670237,2021-03-09 12:54:24.542000
194903147,1553791,2021-04-13 12:28:17.018000
197431672,1768716,2021-05-14 12:27:42.612000
185693411,1518935,2021-03-09 13:56:15.294000
53454043,393271,2021-03-09 10:41:41.881000
69952180,494154,2021-03-09 11:11:34.824000
89607659,552618,2021-03-09 11:25:45.445000
108518274,921254,2021-03-09 11:40:05.986000
123522208,1072848,2021-03-09 12:10:46.433000
128787975,1121334,2021-03-09 12:25:06.053000
138340085,1188855,2021-03-09 12:39:11.510000
141371661,1156901,2021-03-09 12:54:24.006000
143168628,1127885,2021-03-09 13:09:08.693000
155605743,1268908,2021-03-09 13:41:49.506000
186405777,1419928,2021-04-16 18:27:53.419000
168434185,1121334,2021-05-18 18:27:24.707000
204535378,1730731,2021-07-06 08:54:21.862000
200123659,1671974,2021-07-06 08:55:40.014000
204704693,1518945,2021-07-06 08:52:15.814000
205013236,1518945,2021-07-06 08:58:07.708000
204715494,1518945,2021-07-06 08:52:36.128000
205138965,1518945,2021-07-07 09:21:38.763000
205999711,1826174,2021-07-15 12:31:16.290000
144556339,1237613,2021-07-15 12:30:30.828000
206080627,1826150,2021-07-16 12:33:21.256000
206038239,1826174,2021-07-19 12:31:57.418000
139711091,1127885,2021-07-20 12:31:14.228000
206788559,1826174,2021-07-22 12:36:53.632000
206989642,1730731,2021-07-22 12:36:55.449000
204482312,1730731,2021-07-22 12:35:34.393000
205921913,1730696,2021-07-23 12:34:55.800000
186769748,1583059,2021-03-09 13:58:32.053000
53799458,439596,2021-03-09 10:42:34.920000
62191877,510885,2021-03-09 10:56:55.737000
69955825,530172,2021-03-09 11:11:35.054000
108518465,914882,2021-03-09 11:40:06.236000
130424433,1121334,2021-03-09 12:26:34.281000
138804725,1188855,2021-03-09 12:41:05.279000
141941418,670237,2021-03-09 12:56:07.809000
143493332,1229666,2021-03-09 13:10:35.793000
162438875,1121334,2021-03-09 13:42:41.980000
193141171,1553791,2021-04-21 12:28:35.342000
116665547,1007695,2021-05-20 12:28:58.453000
185792301,1553559,2021-03-09 13:56:57.317000
61224938,479796,2021-03-09 10:55:58.609000
107170303,891296,2021-03-09 11:38:43.603000
123164709,982040,2021-03-09 12:09:09.804000
128377455,1072848,2021-03-09 12:24:03.817000
138306839,1188855,2021-03-09 12:38:48.229000
141255193,670237,2021-03-09 12:53:39.271000
154039159,1284231,2021-03-09 13:40:15.120000
188571741,1671974,2021-04-19 12:28:25.042000
203175993,1810989,2021-06-23 07:03:42.735000
185727106,1518935,2021-03-09 13:56:33.702000
53796974,438952,2021-03-09 10:42:33.182000
61898139,479796,2021-03-09 10:56:45.995000
69733591,480144,2021-03-09 11:11:12.983000
129222004,1121334,2021-03-09 12:25:51.807000
138758031,1127885,2021-03-09 12:40:47.919000
141904363,1158887,2021-03-09 12:55:45.774000
143591821,1202848,2021-03-09 13:10:45.029000
149687622,1146289,2021-03-09 13:26:36.498000
165666071,1121334,2021-03-09 13:45:02.907000
152056274,1299254,2021-05-10 18:29:13.456000
144331891,1217088,2021-05-26 12:55:39.072000
186846287,1583059,2021-03-09 13:58:35.953000
53956675,437730,2021-03-09 10:43:21.242000
70443463,529043,2021-03-09 11:12:09.370000
91065139,682772,2021-03-09 11:26:16.697000
108872323,914882,2021-03-09 11:40:52.916000
118507016,979088,2021-03-09 11:55:11.866000
138312390,1152186,2021-03-09 12:39:05.446000
141368472,1208742,2021-03-09 12:54:23.214000
155277050,1296925,2021-03-09 13:41:48.763000
198922197,1773497,2021-05-20 12:29:24.241000
185712980,1543419,2021-03-09 13:56:32.967000
60636075,438952,2021-03-09 10:55:05.007000
107178105,921085,2021-03-09 11:38:44.353000
138026001,1188855,2021-03-09 12:37:30.382000
141044106,1152186,2021-03-09 12:52:20.972000
142896212,1202848,2021-03-09 13:07:34.792000
148462977,1127885,2021-03-09 13:23:44.692000
154553679,1239515,2021-03-09 13:41:07.196000
190161585,1490070,2021-04-16 18:27:56.167000
198744419,1553791,2021-05-14 12:28:05.139000
185646611,1518935,2021-03-09 13:56:12.570000
60166249,457313,2021-03-09 10:54:39.121000
68017333,393271,2021-03-09 11:08:56.115000
85340430,639058,2021-03-09 11:22:54.317000
117273135,989441,2021-03-09 11:52:40.783000
128109439,1072848,2021-03-09 12:23:15.899000
138080743,1127885,2021-03-09 12:37:35.623000
141112416,1156901,2021-03-09 12:53:14.126000
143019027,670237,2021-03-09 13:08:45.609000
148681939,1229666,2021-03-09 13:24:36.656000
162313856,1121334,2021-03-09 13:42:18.231000
186668817,1557936,2021-07-01 13:19:51.012000
186964617,1553791,2021-03-09 13:58:54.573000
124201491,1070443,2021-03-09 12:12:21.376000
129853761,1121334,2021-03-09 12:26:16.985000
138678913,1188855,2021-03-09 12:40:27.468000
141879550,670237,2021-03-09 12:55:34.998000
143546410,1190420,2021-03-09 13:10:38.567000
163911495,1121334,2021-03-09 13:43:56.653000
196522042,1773497,2021-05-02 18:27:45.977000
198198008,1419928,2021-05-24 18:55:40.635000
185670201,1553536,2021-03-09 13:56:14.065000
52943145,416478,2021-03-09 10:40:25.334000
106476976,914882,2021-03-09 11:37:32.063000
117201949,982044,2021-03-09 11:52:37.076000
128237779,1072848,2021-03-09 12:23:39.848000
138100560,1188855,2021-03-09 12:37:52.211000
141089772,1205228,2021-03-09 12:52:44.416000
142888577,1202848,2021-03-09 13:07:10.988000
148220286,1241859,2021-03-09 13:22:45.084000
154259240,1239515,2021-03-09 13:40:37.522000
188848456,1721470,2021-04-21 12:28:14.927000
190188231,1557934,2021-05-19 12:28:05.074000
185680358,1518935,2021-03-09 13:56:14.300000
60948736,494154,2021-03-09 10:55:33.519000
87031751,539354,2021-03-09 11:24:04.583000
117596036,979088,2021-03-09 11:53:24.197000
138297885,1188855,2021-03-09 12:38:45.247000
141238921,670237,2021-03-09 12:53:35.920000
143010070,1158769,2021-03-09 13:08:42.470000
163049566,1121334,2021-03-09 13:43:27.508000
196652349,1791578,2021-05-02 18:28:06.990000
118888669,1007695,2021-05-20 12:29:00.325000
186103243,1543419,2021-03-09 13:57:25.618000
53799245,439596,2021-03-09 10:42:34.422000
62012498,393271,2021-03-09 10:56:50.227000
108084219,930003,2021-03-09 11:39:38.711000
118190444,982040,2021-03-09 11:54:43.363000
123815613,1069302,2021-03-09 12:11:11.477000
129647297,1121334,2021-03-09 12:26:13.589000
138693622,1127885,2021-03-09 12:40:44.202000
141888365,670237,2021-03-09 12:55:41.898000
143428407,1229666,2021-03-09 13:10:15.254000
162303339,1121334,2021-03-09 13:42:15.698000
194363021,1773497,2021-04-15 12:29:23.967000
186674376,1553791,2021-03-09 13:58:28.114000
53878425,439596,2021-03-09 10:42:56.406000
62266097,510885,2021-03-09 10:57:11.983000
69977272,529043,2021-03-09 11:11:38.576000
108029359,921254,2021-03-09 11:39:35.133000
123380214,1072848,2021-03-09 12:10:06.681000
138305193,1188855,2021-03-09 12:38:47.716000
142930345,1158769,2021-03-09 13:08:19.927000
194858192,1744688,2021-04-14 18:28:21.650000
203111683,1826174,2021-06-23 07:03:55.103000
185688154,1518935,2021-03-09 13:56:14.817000
59710547,438952,2021-03-09 10:54:13.888000
67723212,531845,2021-03-09 11:08:33.417000
105825403,867888,2021-03-09 11:36:40.554000
116687198,982030,2021-03-09 11:51:24.792000
123034310,1070443,2021-03-09 12:08:06.396000
127984700,1072848,2021-03-09 12:23:07.479000
141026978,1205228,2021-03-09 12:52:17.050000
142882402,1158769,2021-03-09 13:06:45.392000
148290266,1239515,2021-03-09 13:23:05.886000
155439013,1221044,2021-03-09 13:41:49.003000
195882901,1553791,2021-04-21 12:28:43.065000
199568822,1773497,2021-05-20 12:29:43.173000
185881225,1553791,2021-03-09 13:57:18.307000
53707514,407552,2021-03-09 10:42:27.042000
69674991,530172,2021-03-09 11:10:56.971000
89057617,552618,2021-03-09 11:25:22.750000
107951190,891296,2021-03-09 11:39:15.485000
117918917,786585,2021-03-09 11:53:33.392000
123255222,1070443,2021-03-09 12:09:57.113000
138225092,1188855,2021-03-09 12:38:22.594000
141233675,1202848,2021-03-09 12:53:34.464000
142908761,1158769,2021-03-09 13:08:14.783000
148530944,1146289,2021-03-09 13:23:50.776000
154456801,1284231,2021-03-09 13:41:02.095000
120047724,1041480,2021-04-20 18:28:07.404000
185877718,1419928,2021-03-09 13:57:17.594000
70954332,530172,2021-03-09 11:12:33.276000
108862511,930003,2021-03-09 11:40:50.452000
123983131,1077623,2021-03-09 12:11:33.874000
129838923,1121334,2021-03-09 12:26:15.622000
138818420,1158887,2021-03-09 12:41:12.033000
141922934,1202848,2021-03-09 12:56:04.341000
163149241,1121334,2021-03-09 13:43:30.160000
196643935,1773497,2021-05-02 18:28:04.954000
185954579,1543419,2021-03-09 13:57:21.752000
62219363,510885,2021-03-09 10:57:11.235000
89392566,682772,2021-03-09 11:25:26.062000
108141329,930003,2021-03-09 11:39:55.013000
123672471,982040,2021-03-09 12:10:52.565000
128915295,1121334,2021-03-09 12:25:27.572000
138713910,1188855,2021-03-09 12:40:45.201000
143623662,1229666,2021-03-09 13:11:02.226000
164207377,1121334,2021-03-09 13:44:14.961000
193225515,1730731,2021-04-28 12:27:36.805000
53731081,479796,2021-03-09 10:42:30.981000
62571734,510885,2021-03-09 10:57:37.087000
92417030,682772,2021-03-09 11:26:59.319000
109080404,930003,2021-03-09 11:41:23.327000
124291111,982040,2021-03-09 12:12:24.625000
138830042,1190420,2021-03-09 12:41:31.494000
142010663,1217088,2021-03-09 12:56:29.522000
165487594,1121334,2021-03-09 13:44:45.765000
196516031,1773497,2021-05-04 12:27:44.821000
53802075,437730,2021-03-09 10:42:35.648000
62054832,393271,2021-03-09 10:56:51.479000
69667743,577512,2021-03-09 11:10:55.474000
107488356,930003,2021-03-09 11:39:08.459000
117973758,670237,2021-03-09 11:53:58.125000
138203867,1153446,2021-03-09 12:38:20.980000
143506185,1127885,2021-03-09 13:10:36.533000
162641991,1121334,2021-03-09 13:43:04.292000
193542321,1733614,2021-04-28 12:27:57.304000
120174280,1007695,2021-05-20 12:29:02.098000
186588840,1553536,2021-03-09 13:58:24.125000
53815523,439596,2021-03-09 10:42:52.850000
69948082,480144,2021-03-09 11:11:18.017000
89059603,682772,2021-03-09 11:25:23.479000
108037023,921254,2021-03-09 11:39:36.893000
123394816,1070443,2021-03-09 12:10:23.430000
138366717,1188855,2021-03-09 12:39:14.920000
141390425,1202848,2021-03-09 12:54:27.322000
143307620,1156901,2021-03-09 13:09:27.516000
163170671,1121334,2021-03-09 13:43:31.642000
196646199,1773497,2021-05-04 12:27:46.816000
185773237,1518935,2021-03-09 13:56:35.683000
61526260,457313,2021-03-09 10:56:22.628000
69468754,529043,2021-03-09 11:10:35.026000
88957634,682772,2021-03-09 11:25:05.621000
108023745,823132,2021-03-09 11:39:34.125000
117969156,1027002,2021-03-09 11:53:57.623000
138421758,1188855,2021-03-09 12:39:32.428000
141445167,1127885,2021-03-09 12:54:44.675000
143411759,1217088,2021-03-09 13:09:35.024000
194410403,1773497,2021-04-15 12:29:24.458000
138815460,1127885,2021-06-23 07:05:04.718000
185768409,1518935,2021-03-09 13:56:35.173000
62558433,437730,2021-03-09 10:57:35.829000
90045208,682772,2021-03-09 11:26:06.031000
108644003,930003,2021-03-09 11:40:26.350000
118510073,979088,2021-03-09 11:55:12.655000
138419870,1188855,2021-03-09 12:39:31.684000
141431544,1202848,2021-03-09 12:54:44.117000
156708928,1268899,2021-03-09 13:41:55.756000
195962336,1490070,2021-04-16 18:28:13.180000
198916857,1810989,2021-07-06 08:51:47.529000
204704755,1518945,2021-07-06 08:52:16.081000
205013852,1518945,2021-07-06 08:58:07.958000
204561363,1518945,2021-07-06 08:52:11.596000
142155292,1217088,2021-07-06 08:52:41.180000
205146167,1518945,2021-07-07 09:21:39.011000
206000315,1826174,2021-07-15 12:31:16.537000
165236609,1121334,2021-07-15 12:30:31.090000
206043083,1822856,2021-07-19 12:31:57.676000
198078588,1810989,2021-07-20 06:30:45.110000
204368517,1822856,2021-07-20 18:35:02.571000
122661423,1070443,2021-07-20 18:34:40.709000
191441154,1730731,2021-07-21 12:33:28.842000
206701239,1826174,2021-07-21 12:34:46.009000
204863220,1518945,2021-07-22 12:36:46.217000
206804305,1730731,2021-07-22 12:35:42.492000
207029474,1826174,2021-07-22 18:35:54.962000
206047208,1826150,2021-07-23 12:34:56.156000
207226257,1730731,2021-07-24 12:35:45.153000
184375297,1553536,2021-03-09 13:51:23.716000
58029935,437730,2021-03-09 10:50:54.245000
65563621,530172,2021-03-09 11:04:59.451000
78910337,552618,2021-03-09 11:19:24.646000
102144333,820798,2021-03-09 11:33:21.993000
113317155,969787,2021-03-09 11:48:34.906000
122171389,1041480,2021-03-09 12:04:53.443000
135418223,1158769,2021-03-09 12:33:39.281000
140654392,1205228,2021-03-09 12:48:47.604000
142740549,1158769,2021-03-09 13:03:27.275000
152477713,1268908,2021-03-09 13:36:17.476000
194404287,1773497,2021-04-12 12:28:38.314000
194707998,1557936,2021-05-12 18:27:38.006000
184503420,1553536,2021-03-09 13:51:26.895000
51825765,408662,2021-03-09 10:36:18.472000
58264207,457313,2021-03-09 10:51:19.227000
79414572,670237,2021-03-09 11:19:56.730000
102886091,891296,2021-03-09 11:34:07.039000
113110781,899357,2021-03-09 11:48:12.880000
121829058,1041480,2021-03-09 12:04:04.218000
126480119,670237,2021-03-09 12:19:02.791000
135429224,1158769,2021-03-09 12:34:02.802000
140656712,1190420,2021-03-09 12:48:50.818000
142745648,1158769,2021-03-09 13:04:16.260000
152054292,1290973,2021-03-09 13:34:43.744000
191404526,1730731,2021-03-23 12:31:39.421000
196516071,1773497,2021-05-11 00:28:13.441000
188856726,1562421,2021-06-09 18:56:22.880000
184558726,1553536,2021-03-09 13:52:15.321000
52196320,402321,2021-03-09 10:37:54.819000
58771991,482465,2021-03-09 10:52:30.049000
80928275,670237,2021-03-09 11:20:47.982000
105252564,914882,2021-03-09 11:35:28.972000
115003830,997900,2021-03-09 11:50:13.453000
140756550,1205228,2021-03-09 12:50:46.923000
142760456,1158769,2021-03-09 13:05:35.061000
152349196,1284231,2021-03-09 13:35:53.010000
154030049,1221044,2021-04-06 12:27:48.599000
120302397,982030,2021-05-11 00:28:10.953000
51030762,416482,2021-03-09 10:34:58.789000
56426512,437730,2021-03-09 10:49:37.472000
64999910,530172,2021-03-09 11:03:40.624000
99920614,820798,2021-03-09 11:32:04.615000
126285538,1072848,2021-03-09 12:17:46.383000
135399326,1158769,2021-03-09 12:32:27.678000
142717992,1158769,2021-03-09 13:01:56.130000
146664688,1241859,2021-03-09 13:18:21.773000
152062196,1285296,2021-03-09 13:34:46.421000
193204829,1553791,2021-03-31 12:33:47.068000
184511943,1553536,2021-03-09 13:51:48.323000
58573844,453673,2021-03-09 10:52:06.540000
80315958,393271,2021-03-09 11:20:24.863000
104329008,868092,2021-03-09 11:35:00.510000
122775785,1072848,2021-03-09 12:07:07.433000
127833394,1072848,2021-03-09 12:21:26.997000
140774358,1127885,2021-03-09 12:51:10.116000
142759180,1158769,2021-03-09 13:05:33.360000
147492139,1241859,2021-03-09 13:21:28.701000
153647774,1305706,2021-03-09 13:39:25.651000
184510349,1484071,2021-03-09 13:51:47.531000
65171479,530172,2021-03-09 11:04:53.901000
77976731,393271,2021-03-09 11:19:01.931000
102594634,393271,2021-03-09 11:33:45.908000
121683221,1037872,2021-03-09 12:03:59.132000
126396585,670237,2021-03-09 12:18:36.060000
135403094,1158769,2021-03-09 12:32:51.801000
140635448,1205228,2021-03-09 12:47:15.206000
142731952,1158769,2021-03-09 13:02:20.574000
146676675,1146289,2021-03-09 13:18:45.070000
151695598,1284176,2021-03-09 13:33:53.662000
84457794,682772,2021-03-24 12:31:22.875000
152601806,1284176,2021-05-10 18:30:43.151000
199966425,1768716,2021-06-09 18:56:43.379000
184507177,1419928,2021-03-09 13:51:43.654000
57197437,437730,2021-03-09 10:50:03.362000
65224191,530172,2021-03-09 11:04:31.088000
77659661,552618,2021-03-09 11:18:57.547000
101587746,826910,2021-03-09 11:32:56.137000
121690045,1037872,2021-03-09 12:04:00.347000
126428850,670237,2021-03-09 12:18:58.631000
135407525,1158769,2021-03-09 12:33:13.271000
140643841,1202848,2021-03-09 12:47:41.359000
142732324,1158769,2021-03-09 13:02:21.548000
146577253,1229666,2021-03-09 13:17:55.886000
151602722,1284231,2021-03-09 13:33:34.728000
193203132,1744688,2021-03-26 12:28:13.114000
149014708,1268899,2021-05-10 18:30:04.921000
184356557,1543419,2021-03-09 13:51:21.999000
51035493,416478,2021-03-09 10:35:43.595000
65069357,530172,2021-03-09 11:04:04.582000
76549958,556954,2021-03-09 11:18:28.453000
126396005,1072848,2021-03-09 12:18:35.577000
135402910,1158769,2021-03-09 12:32:50.905000
140650233,1205228,2021-03-09 12:48:25.953000
142744364,1158769,2021-03-09 13:03:56.305000
146805597,1241859,2021-03-09 13:19:15.144000
122893398,1072848,2021-04-12 12:27:56.568000
197056514,1768716,2021-05-14 12:27:24.618000
184376704,1553536,2021-03-09 13:51:23.949000
52337283,408662,2021-03-09 10:38:26.285000
67231667,556954,2021-03-09 11:07:24.845000
83140741,510885,2021-03-09 11:21:37.713000
105481381,539354,2021-03-09 11:35:53.438000
135437669,1158769,2021-03-09 12:34:25.303000
140663757,1205228,2021-03-09 12:49:13.616000
142746434,1158769,2021-03-09 13:04:21.041000
152389635,1299254,2021-03-09 13:35:57.710000
193057089,1671974,2021-03-26 08:06:37.254000
183881373,1543419,2021-05-10 18:31:36.216000
184643072,1553536,2021-03-09 13:52:53.997000
52549824,430559,2021-03-09 10:39:05.828000
59227829,479796,2021-03-09 10:53:26.315000
67323712,546124,2021-03-09 11:07:43.787000
