id,candidate_id,applied_at,rejected_at,last_activity_at,prospect,location_address,status,is_deleted,source_id,rejected_reason_id,credited_to_user_id,current_stage_id,prospect_pool_id,prospect_stage_id,prospect_owner_id,_fivetran_deleted,_fivetran_synced
146597960,130681303,2020-01-06 20:52:03.774000,2020-01-20 14:13:13.436000,2020-01-21 14:13:14.978000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:17:57.857000
150976514,134821820,2020-02-13 14:22:03.656000,2020-02-16 13:10:58.278000,2020-02-17 13:11:10.228000,false,,rejected,,2,26000,,9585626,,,,false,2021-03-09 13:30:36.743000
151986706,135799551,2020-02-23 13:16:02.289000,2020-03-23 12:33:32.031000,2020-03-23 12:33:32.743000,false,,rejected,,2,26000,,9528439,,,,false,2021-03-09 13:34:24.200000
162314983,145568121,2020-06-23 13:14:03.314000,2020-06-29 09:32:18.899000,2020-06-29 09:32:19.186000,false,"Cape Town, Western Cape, South Africa",rejected,,2,16079,,8287838,,,,false,2021-03-09 13:42:18.475000
162481444,117883566,2020-06-24 18:59:06.283000,2020-06-29 11:02:24.040000,2020-06-29 11:02:24.677000,false,"Milnerton, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:42:45.264000
162722799,145957964,2020-06-27 09:13:01.393000,2020-07-06 12:38:17.102000,2020-07-06 12:38:17.822000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:43:06.078000
191179592,173099642,2021-03-09 11:54:01.067000,2021-03-12 08:34:04.236000,2021-03-12 08:34:04.529000,false,"Roodepoort, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-12 12:28:38.239000
191479436,173387407,2021-03-11 09:53:01.414000,2021-03-12 09:26:58.920000,2021-03-12 09:26:59.218000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-12 12:29:04.098000
191192558,173111798,2021-03-09 14:30:07.531000,2021-03-16 14:08:37.256000,2021-03-16 14:08:37.653000,false,"Pretoria, Gauteng, South Africa",rejected,,2,15703,,13023766,,,,false,2021-03-16 18:32:36.668000
186119399,168222261,2021-01-27 11:30:00.983000,2021-03-24 12:07:19.930000,2021-03-24 12:07:20.512000,false,,rejected,,2,16561,,11352363,,,,false,2021-03-24 12:31:46.428000
193784499,175576171,2021-03-29 14:25:01.002000,2021-04-23 15:32:34.745000,2021-04-23 15:32:35.126000,false,"Dakar, Sénégal",rejected,,2,26000,,13134639,,,,false,2021-04-23 18:27:39.192000
199425908,180959284,2021-05-16 09:24:00.920000,2021-05-17 09:59:37.607000,2021-05-17 09:59:37.819000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-17 12:28:02.217000
199677145,181200004,2021-05-18 13:53:03.900000,,2021-05-18 13:53:04.544000,false,"Gordons Bay, Western Cape, South Africa",active,,2,,,13428453,,,,false,2021-05-18 18:29:49.481000
192186642,137638583,2021-03-16 05:51:00.715000,2021-05-20 10:54:46.867000,2021-05-20 10:54:47.524000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,9,,12936979,,,,false,2021-05-20 12:27:52.567000
169877420,152825825,2020-09-04 16:38:04.958000,,2021-01-19 19:31:41.792000,true,,active,,16,,,,,,,false,2021-03-09 13:46:55.815000
190479083,172424973,2021-03-03 11:54:02.099000,2021-03-05 12:21:38.639000,2021-03-05 12:21:39.186000,false,"Durban, Kwazulu-Natal, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-09 14:06:03.068000
146543693,130629195,2020-01-06 13:37:03.220000,2020-01-20 14:13:14.256000,2020-01-21 14:13:20.783000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:17:17.307000
147345701,131344759,2020-01-11 10:50:02.338000,2020-01-20 14:13:07.598000,2020-01-21 14:13:09.484000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:20:45.219000
147764483,131751640,2020-01-15 09:50:02.972000,2020-01-20 14:13:05.784000,2020-01-21 14:13:08.707000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:21:56.166000
147891251,131873156,2020-01-16 07:17:02.538000,2020-03-20 13:07:59.606000,2020-03-20 13:07:59.761000,false,,rejected,,7,26000,,9172554,,,,false,2021-03-09 13:22:16.334000
185792301,167911617,2021-01-25 12:46:01.720000,2021-02-12 14:26:22.229000,2021-02-12 14:26:22.797000,false,,rejected,,2,26000,,11621393,,,,false,2021-03-09 13:56:57.317000
185345062,167479319,2021-01-21 07:43:01.754000,2021-01-21 08:11:20.564000,2021-01-25 06:15:01.361000,false,"Pretoria, Gauteng, South Africa",rejected,,2,15703,,11546382,,,,false,2021-03-09 13:55:23.599000
185615686,167738081,2021-01-23 08:13:00.602000,2021-01-25 15:28:58.719000,2021-01-27 15:28:59.595000,false,,rejected,,2,26000,,11621219,,,,false,2021-03-09 13:56:10.364000
188712000,170722319,2021-02-17 10:57:01.931000,2021-02-24 12:41:49.057000,2021-02-25 12:41:53.303000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:02:26.131000
148136038,131870844,2020-01-18 12:28:02.957000,2020-02-19 13:10:34.487000,2020-02-19 13:10:35.320000,false,"Cape Town, Western Cape, South Africa",rejected,,2,15703,,9376030,,,,false,2021-03-09 13:22:41.652000
148711353,132662857,2020-01-23 19:22:06.369000,2020-01-27 08:27:44.061000,2020-01-27 08:27:44.724000,false,,rejected,,2,26000,,9404594,,,,false,2021-03-09 13:24:38.583000
149016539,132949732,2020-01-27 12:06:01.279000,2020-02-14 16:04:04.233000,2020-02-14 16:31:00.726000,false,,rejected,,33,9,,9110598,,,,false,2021-03-09 13:25:25.918000
152201740,136008388,2020-02-25 09:57:00.892000,2020-03-27 10:07:47.472000,2020-03-27 10:07:47.827000,false,,rejected,,2,26000,,9528595,,,,false,2021-03-09 13:35:24.636000
152341165,136140689,2020-02-26 08:55:00.774000,2020-03-25 17:24:10.891000,2020-03-26 06:00:04.982000,false,,rejected,,2,18053,,9585626,,,,false,2021-03-09 13:35:35.564000
188862181,170865783,2021-02-18 12:19:58.411000,,2021-03-16 11:53:11.943000,false,,hired,,134589,,471195,,,,,false,2021-03-16 12:32:15.353000
195624803,177343573,2021-04-13 20:30:02.218000,2021-05-04 12:39:53.685000,2021-05-04 12:39:54.072000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12484385,,,,false,2021-05-04 18:27:35.812000
163302371,146520804,2020-07-04 09:45:01.531000,2021-05-10 12:25:14.038000,2021-05-10 12:25:14.102000,false,"Madrid, Madrid, Spain",rejected,,2,18053,,8797538,,,,false,2021-05-10 18:28:25.841000
149013892,131613476,2020-01-27 11:10:00.852000,2020-01-31 15:19:19.475000,2021-05-10 12:18:18.826000,false,,rejected,,2,26000,,9404594,,,,false,2021-05-10 18:27:56.966000
198180963,179774465,2021-05-05 10:02:01.893000,2021-05-18 13:40:30.774000,2021-05-18 13:40:31.042000,false,"Port Elizabeth, Eastern Cape, South Africa",rejected,,2,26000,,13513109,,,,false,2021-05-18 18:27:43.983000
198865941,180432414,2021-05-11 14:31:04.821000,,2021-05-26 08:41:08.296000,false,"Cape Town, Western Cape, South Africa",active,,2,,,13428460,,,,false,2021-05-26 12:56:02.824000
165481779,148593049,2020-07-26 15:11:02.794000,2020-07-31 17:29:29.421000,2020-07-31 17:29:30.309000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:44:45.530000
190322493,172274726,2021-03-02 10:44:00.691000,2021-03-09 20:38:10.678000,2021-03-10 06:00:04.731000,false,"Mtwalume, Kwazulu-Natal, South Africa",rejected,,2,26000,,12936888,,,,false,2021-03-10 06:02:16.042000
190341565,109230392,2021-03-02 14:50:01.390000,2021-03-04 09:21:49.574000,2021-03-10 08:00:01.978000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12323333,,,,false,2021-03-10 09:47:25.761000
153629427,176084943,2020-03-09 04:11:00.769000,2021-01-27 11:59:30.542000,2021-05-02 15:56:01.976000,false,,rejected,,2,9,,9537192,,,,false,2021-05-02 18:27:20.996000
187781522,178510017,2021-02-09 17:59:03.449000,2021-02-10 16:34:06.641000,2021-05-03 13:09:02.167000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,11836057,,,,false,2021-05-03 18:27:31.565000
196925476,178571802,2021-04-24 18:22:04.184000,2021-05-03 13:12:18.222000,2021-05-03 13:12:18.863000,false,"Kraaifontein, Western Cape, South Africa",rejected,,2,26000,,13428453,,,,false,2021-05-03 18:27:36.488000
151816958,52804029,2020-02-21 07:18:00.839000,2021-05-10 12:19:41.353000,2021-05-10 12:19:41.550000,false,,rejected,,2,26000,,9528441,,,,false,2021-05-10 18:28:21.519000
190155358,137081013,2021-03-01 09:19:00.753000,2021-03-01 15:40:14.634000,2021-05-19 09:33:06.760000,false,,rejected,,2,26000,,12273314,,,,false,2021-05-19 12:27:48.499000
148451132,132413261,2020-01-21 20:22:03.000000,2020-02-14 16:04:03.209000,2020-02-14 16:31:00.367000,false,,rejected,,2,9,,9110598,,,,false,2021-03-09 13:23:29.451000
150044514,133929744,2020-02-05 10:04:03.118000,2020-02-06 13:47:59.152000,2020-02-06 13:48:00.141000,false,,rejected,,2,26000,,9404594,,,,false,2021-03-09 13:27:06.144000
151291346,135128251,2020-02-17 09:37:02.192000,2020-02-19 10:38:51.742000,2020-02-19 10:38:52.096000,false,"Durbanville, Western Cape, South Africa",rejected,,2,15703,,9186347,,,,false,2021-03-09 13:31:50.488000
154867377,138552126,2020-03-22 18:52:03.115000,,2020-03-25 13:14:37.046000,false,"Pretoria, Gauteng, South Africa",active,,2,,,9536608,,,,false,2021-03-09 13:41:44.544000
190372596,172322328,2021-03-02 18:13:07.223000,2021-03-09 15:55:04.113000,2021-03-09 15:55:04.564000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,12484385,,,,false,2021-03-09 20:44:17.338000
187379964,169432241,2021-02-05 22:09:01.845000,2021-04-21 07:21:00.665000,2021-04-21 07:21:01.201000,false,"eThekwini, Kwazulu-Natal, South Africa",rejected,,2,26000,,11687471,,,,false,2021-04-21 12:27:57.677000
180907316,162216322,2020-12-10 12:58:53.990000,,2021-05-12 10:11:51.168000,true,,converted,,170129,,1061223,,,,,false,2021-05-12 12:29:26.238000
199497196,178191890,2021-05-17 07:51:00.984000,2021-05-17 10:00:27.806000,2021-05-17 10:00:28.082000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-17 12:28:04.666000
186731471,181030713,2021-02-01 18:37:01.241000,2021-02-11 10:08:34.012000,2021-05-19 07:50:37.136000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,10943969,,,,false,2021-05-19 12:27:47.236000
196131625,177816038,2021-04-18 04:21:01.985000,2021-05-24 10:49:15.433000,2021-05-24 10:49:16.173000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13169771,,,,false,2021-05-24 12:55:52.400000
198977022,180538704,2021-05-12 06:21:01.453000,2021-05-25 06:37:38.820000,2021-05-25 06:37:39.470000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12915046,,,,false,2021-05-25 06:57:12.260000
184356557,166525786,2021-01-13 08:42:00.991000,2021-01-18 07:37:22.863000,2021-01-19 07:37:24.871000,false,"Pretoria, Gauteng, South Africa",rejected,,2,15703,,11546382,,,,false,2021-03-09 13:51:21.999000
185356078,167490183,2021-01-21 10:57:01.081000,2021-01-21 14:21:31.316000,2021-01-23 14:21:32.261000,false,,rejected,,2,15703,,11623159,,,,false,2021-03-09 13:55:25.811000
185507109,167634449,2021-01-22 13:05:02.523000,2021-02-24 15:21:00.221000,2021-02-24 15:21:50.796000,false,"Sandton, Gauteng, South Africa",rejected,,2,26000,,11653734,,,,false,2021-03-09 13:56:07.354000
146791574,130867060,2020-01-08 06:33:02.926000,2020-01-09 14:47:37.262000,2020-01-10 14:51:21.173000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,9205871,,,,false,2021-03-09 13:19:10.533000
147256368,131258656,2020-01-10 13:23:02.470000,2020-01-29 20:26:28.616000,2020-01-30 20:26:43.478000,false,"Durbanville, Western Cape, South Africa",rejected,,2,26000,,8480562,,,,false,2021-03-09 13:20:42.017000
150044234,133065404,2020-02-05 09:58:01.812000,2020-02-14 16:04:04.952000,2020-02-14 16:31:00.784000,false,,rejected,,2,9,,9110598,,,,false,2021-03-09 13:27:05.897000
152980559,136758476,2020-03-03 12:35:03.227000,2020-03-12 11:18:03.723000,2020-03-13 14:01:41.579000,false,,rejected,,2,9,,9738146,,,,false,2021-03-09 13:37:35.756000
187317373,169373507,2021-02-05 13:30:02.797000,2021-04-21 11:52:12.079000,2021-04-21 11:52:12.611000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,11687471,,,,false,2021-04-21 12:29:06.030000
189880638,179905798,2021-02-26 05:58:13.759000,2021-03-01 09:02:25.439000,2021-05-07 14:03:49.820000,false,,rejected,,67028,15221,,11836057,,,,false,2021-05-07 18:27:46.137000
195167975,176905699,2021-04-09 18:02:01.263000,2021-05-17 17:55:38.487000,2021-05-17 17:55:39.163000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13169774,,,,false,2021-05-17 18:28:40.794000
198123619,179719595,2021-05-04 21:45:01.752000,2021-05-14 10:49:06.465000,2021-05-14 10:49:07.100000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13198602,,,,false,2021-05-14 12:27:45.170000
199547134,181076078,2021-05-17 16:30:02.974000,2021-05-26 10:00:20.703000,2021-05-26 10:00:21.054000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,13604210,,,,false,2021-05-26 12:56:04.738000
177129507,159806331,2020-11-05 13:01:01.708000,2020-11-13 12:14:36.139000,2020-11-13 12:14:36.779000,false,"Pretoria, Gauteng, South Africa",rejected,,2,26000,,10605233,,,,false,2021-03-09 13:47:02.768000
185195981,167336118,2021-01-20 07:53:01.334000,2021-01-25 15:19:38.374000,2021-01-27 15:19:42.100000,false,,rejected,,2,26000,,11621219,,,,false,2021-03-09 13:54:56.261000
186918039,168989395,2021-02-02 20:11:01.322000,2021-02-12 15:05:09.598000,2021-02-12 15:05:09.818000,false,,rejected,,2,26000,,11621390,,,,false,2021-03-09 13:58:53.608000
187728030,169772771,2021-02-09 09:55:28.369000,2021-03-01 11:56:41.987000,2021-03-02 11:56:45.712000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,10943969,,,,false,2021-03-09 14:00:05.220000
188756676,170764967,2021-02-17 18:06:03.729000,2021-02-18 13:29:31.486000,2021-02-24 08:00:06.847000,false,"Durban, Kwazulu-Natal, South Africa",rejected,,2,19264,,12323333,,,,false,2021-03-09 14:02:29.875000
148462977,132424568,2020-01-21 21:46:02.214000,2020-01-23 18:20:56.932000,2020-01-23 18:20:59.232000,false,,rejected,,7,15380,,8338215,,,,false,2021-03-09 13:23:44.692000
149130940,133058561,2020-01-28 04:49:03.205000,2020-02-06 14:50:01.731000,2020-02-06 14:50:02.483000,false,,rejected,,2,26000,,9404617,,,,false,2021-03-09 13:25:28.620000
150755178,134612812,2020-02-11 21:50:10.662000,2021-01-27 12:24:50.509000,2021-01-27 12:24:50.584000,false,"Mfuleni, Western Cape, South Africa",rejected,,2,33,,9558048,,,,false,2021-03-09 13:28:54.191000
151409486,135243153,2020-02-18 08:02:01.547000,2020-03-17 11:31:08.231000,2020-03-18 11:31:15.768000,false,,rejected,,2,26000,,9557492,,,,false,2021-03-09 13:32:36.686000
151431401,135264268,2020-02-18 14:30:08.176000,2020-02-27 11:54:08.305000,2020-02-27 11:54:08.864000,false,,rejected,,2,15703,,9528439,,,,false,2021-03-09 13:33:01.902000
184580112,166740352,2021-01-14 20:20:01.040000,2021-01-17 18:18:34.012000,2021-01-19 18:18:35.931000,false,,rejected,,2,26000,,11621219,,,,false,2021-03-09 13:52:32.853000
185189782,167330022,2021-01-20 06:17:14.737000,2021-01-25 15:16:36.119000,2021-01-27 15:16:38.733000,false,,rejected,,2,26000,,11621219,,,,false,2021-03-09 13:54:55.549000
185414737,167543567,2021-01-21 19:23:03.330000,2021-01-25 13:52:01.805000,2021-02-01 15:19:40.646000,false,,rejected,,2,26000,,11621390,,,,false,2021-03-09 13:55:45.648000
185645697,167767898,2021-01-23 19:12:04.142000,,2021-02-24 13:54:32.614000,false,,hired,,2,,,,,,,false,2021-03-09 13:56:12.326000
187505447,169556106,2021-02-07 18:31:01.241000,2021-02-19 13:34:45.759000,2021-02-19 14:00:22.098000,false,"City of Cape Town, Western Cape, South Africa",rejected,,2,18053,,11899282,,,,false,2021-03-09 13:59:43.993000
189506702,171486361,2021-02-23 20:08:09.978000,2021-02-24 12:41:47.696000,2021-02-25 12:41:48.967000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:04:05.116000
148652845,132606432,2020-01-23 07:03:02.379000,2020-02-14 16:04:03.427000,2020-02-14 16:31:00.806000,false,,rejected,,2,9,,9110598,,,,false,2021-03-09 13:24:16.272000
148868185,127255607,2020-01-25 02:04:00.827000,2020-03-05 08:45:16.789000,2021-01-27 12:24:49.783000,false,,rejected,,2,15703,,9110496,,,,false,2021-03-09 13:25:00.828000
149550333,133456592,2020-01-31 12:33:00.928000,2020-02-07 13:41:54.806000,2020-02-07 13:41:55.568000,false,,rejected,,2,26000,,9404594,,,,false,2021-03-09 13:26:33.988000
148644441,132598147,2020-01-23 04:58:05.056000,2020-01-27 08:08:30.367000,2020-01-27 08:08:30.806000,false,,rejected,,2,26000,,9404594,,,,false,2021-03-09 13:24:14.789000
151080752,134921671,2020-02-14 10:16:04.195000,2020-02-17 08:36:55.636000,2020-02-17 08:36:56.266000,false,,rejected,,,26000,1313779,9558048,,,,false,2021-03-09 13:31:02.251000
194336979,176107095,2021-04-02 16:34:02.294000,2021-04-15 11:21:54.021000,2021-05-02 16:17:13.280000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-02 18:27:22.759000
153663396,137413389,2020-03-09 14:21:04.665000,,2021-05-10 10:31:05.541000,false,"Cape Town, Western Cape, South Africa",active,,2,,,9659645,,,,false,2021-05-10 12:29:01.542000
199441754,180975063,2021-05-16 16:01:01.210000,2021-05-17 10:00:10.159000,2021-05-17 10:00:16.616000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-17 12:28:02.525000
179866539,134685514,2020-12-01 14:19:41.157000,2020-12-17 10:34:43.623000,2020-12-17 10:34:43.671000,false,,rejected,,27,16079,1298406,11155893,,,,false,2021-03-09 13:47:45.139000
183851628,166039924,2021-01-08 21:36:01.291000,2021-01-14 09:41:22.813000,2021-01-14 09:41:23.125000,false,"Lagos, Nigeria",rejected,,2,26000,,10943969,,,,false,2021-03-09 13:50:52.595000
184508039,166670931,2021-01-14 08:44:02.164000,2021-01-18 06:51:01.102000,2021-01-20 06:51:02.685000,false,,rejected,,2,26000,,11621219,,,,false,2021-03-09 13:51:44.860000
185202539,167342469,2021-01-20 09:57:02.244000,2021-01-25 19:39:22.996000,2021-01-25 19:39:23.866000,false,,rejected,,2,26000,,11352363,,,,false,2021-03-09 13:54:58.763000
185949537,168060392,2021-01-26 10:04:02.927000,2021-02-05 09:28:19.051000,2021-02-07 09:28:21.756000,false,,rejected,,2,29609,,11623160,,,,false,2021-03-09 13:57:20.782000
187887774,169926958,2021-02-10 09:50:05.790000,2021-02-16 11:50:18.110000,2021-02-16 11:50:18.346000,false,,rejected,,2,26000,,12273314,,,,false,2021-03-09 14:00:27.732000
190205665,172161703,2021-03-01 17:37:05.001000,2021-03-04 09:54:39.257000,2021-03-04 09:54:39.812000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12022144,,,,false,2021-03-09 14:05:15.258000
147091898,169921651,2020-01-09 06:52:03.889000,2020-01-20 14:13:08.942000,2021-02-25 12:41:55.177000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:19:58.260000
151552845,135381169,2020-02-19 08:50:01.893000,2020-03-27 09:15:10.157000,2020-03-27 09:15:10.816000,false,,rejected,,2,26000,,9528595,,,,false,2021-03-09 13:33:27.342000
165337713,148452551,2020-07-24 09:04:02.615000,2020-07-31 17:25:40.265000,2020-07-31 17:25:40.850000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:44:41.648000
191030129,172956348,2021-03-08 12:59:03.366000,2021-03-09 07:56:07.936000,2021-03-17 13:11:39.443000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-17 18:31:24.950000
194672686,176434863,2021-04-06 08:25:02.302000,2021-04-12 11:28:37.854000,2021-04-12 11:28:38.426000,false,,rejected,,2,26000,,13234901,,,,false,2021-04-12 12:28:41.423000
193053931,174880355,2021-03-23 09:17:01.119000,2021-03-23 10:03:12.058000,2021-03-23 10:03:12.434000,false,"Midrand, Gauteng, South Africa",rejected,,2,15380,,12936888,,,,false,2021-03-23 12:32:06.985000
192623051,174460670,2021-03-19 07:44:01.672000,2021-04-09 06:34:02.621000,2021-04-09 06:34:25.603000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,13023767,,,,false,2021-04-09 12:27:57.610000
193096888,174921797,2021-03-23 16:18:05.290000,2021-04-12 10:38:51.781000,2021-04-12 10:38:52.349000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12914787,,,,false,2021-04-12 12:28:18.937000
196048348,124935678,2021-04-16 21:27:03.193000,2021-04-21 09:28:02.672000,2021-04-21 09:28:02.981000,false,,rejected,,2,26000,,13233413,,,,false,2021-04-21 12:28:43.312000
197281913,178916568,2021-04-27 20:07:01.662000,2021-04-30 13:41:09.447000,2021-04-30 13:41:10.192000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,13428453,,,,false,2021-04-30 18:28:05.696000
180199792,162706224,2020-12-03 18:57:13.985000,2021-05-10 12:48:30.407000,2021-05-10 12:48:30.478000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,16561,,11202778,,,,false,2021-05-10 18:31:07.242000
199016774,180577259,2021-05-12 15:07:12.144000,,2021-05-12 15:07:12.982000,false,"Midrand, Gauteng, South Africa",active,,2,,,13428453,,,,false,2021-05-12 18:28:22.297000
199144442,180687570,2021-05-13 10:56:01.276000,2021-05-18 15:09:42.259000,2021-05-18 15:09:42.805000,false,,rejected,,2,26000,,13234901,,,,false,2021-05-18 18:30:14.397000
199817303,180491732,2021-05-19 07:41:00.497000,,2021-05-21 14:18:31.611000,false,"Cape Town, Western Cape, South Africa",active,,2,,,13428453,,,,false,2021-05-21 18:55:16.635000
180780352,163257806,2020-12-09 14:51:08.198000,,2021-02-18 12:15:59.054000,false,,hired,,133963,,648036,,,,,false,2021-03-09 13:48:12.210000
183786514,165980715,2021-01-08 11:40:01.821000,2021-01-08 14:47:01.036000,2021-01-11 07:15:04.765000,false,"Roodepoort, Gauteng, South Africa",rejected,,2,15703,,11546382,,,,false,2021-03-09 13:50:34.361000
183896902,166083170,2021-01-09 13:13:04.215000,2021-01-19 12:24:45.813000,2021-01-19 12:24:46.061000,false,"Yokohama-shi, Kanagawa Prefecture, Japan",rejected,,2,26000,,11202778,,,,false,2021-03-09 13:50:55.605000
187169691,169232301,2021-02-04 12:15:01.499000,2021-02-05 12:33:58.438000,2021-02-05 12:33:59.037000,false,"Westonaria, Gauteng, South Africa",rejected,,2,26000,,11836057,,,,false,2021-03-09 13:59:17.829000
187820771,169861836,2021-02-09 21:50:04.035000,2021-02-24 12:41:51.136000,2021-02-25 12:41:54.501000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:00:24.291000
146668161,130748628,2020-01-07 09:08:00.892000,2020-01-20 14:13:11.897000,2020-01-21 14:13:14.512000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:18:24.192000
150753127,134610826,2020-02-11 21:35:03.963000,2020-02-14 07:29:55.764000,2020-02-14 07:29:56.405000,false,"Cape Town, Western Cape, South Africa",rejected,,2,15703,,9558047,,,,false,2021-03-09 13:28:38.176000
153956780,136901058,2020-03-11 18:25:05.361000,2020-03-13 06:30:02.135000,2020-03-13 07:00:04.482000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,15703,,9455729,,,,false,2021-03-09 13:39:57.047000
163695616,146869749,2020-07-07 13:23:05.508000,2020-07-22 09:11:16.089000,2020-07-22 09:11:16.394000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,8287838,,,,false,2021-03-09 13:43:52.621000
191368084,173279787,2021-03-10 16:28:03.103000,2021-03-12 09:09:59.414000,2021-03-12 09:10:00.014000,false,"Cape Town, Western Cape, South Africa",rejected,,2,26000,,12915046,,,,false,2021-03-12 12:28:45.575000
194423092,176191447,2021-04-03 18:08:00.453000,2021-04-12 11:53:19.514000,2021-04-12 11:53:19.788000,false,,rejected,,33,26000,,13234901,,,,false,2021-04-12 12:28:38.576000
198974807,177420748,2021-05-12 05:44:02.406000,2021-05-20 18:21:37.195000,2021-05-20 18:22:35.276000,false,"Pretoria, Gauteng, South Africa",rejected,,2,26000,,13543602,,,,false,2021-05-21 00:27:34.832000
181755475,164197915,2020-12-18 12:30:01.601000,2020-12-22 13:47:40.172000,2020-12-22 13:47:40.576000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,11202778,,,,false,2021-03-09 13:48:52.884000
185782134,167901890,2021-01-25 09:59:02.243000,2021-02-24 12:37:17.987000,2021-02-24 12:37:18.515000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,26000,,11653734,,,,false,2021-03-09 13:56:54.146000
146670644,130751052,2020-01-07 10:02:01.037000,2020-01-08 14:51:10.541000,2020-01-10 06:00:13.539000,false,,rejected,,2,15703,,9110598,,,,false,2021-03-09 13:18:26.416000
147084615,131103831,2020-01-09 04:58:06.705000,2020-01-22 14:39:39.549000,2020-01-22 14:39:39.961000,false,"Kottayam, Kerala, India",rejected,,2,9,,9171435,,,,false,2021-03-09 13:19:57.020000
147407458,131406293,2020-01-12 14:39:02.054000,2020-01-20 14:13:07.364000,2020-01-21 14:13:09.157000,false,,rejected,,2,9,,9110496,,,,false,2021-03-09 13:21:03.682000
149266353,133188276,2020-01-29 04:43:03.457000,2020-01-29 20:48:11.004000,2020-01-30 20:48:22.216000,false,,rejected,,2,26000,,8355973,,,,false,2021-03-09 13:25:49.866000
154209808,137926361,2020-03-13 17:10:52.812000,2020-03-17 11:34:37.430000,2020-03-17 11:34:38.139000,false,,rejected,,67028,26000,,9630787,,,,false,2021-03-09 13:40:35.053000
191395356,173305767,2021-03-10 19:22:02.500000,2021-03-16 14:35:41.073000,2021-03-16 14:35:41.309000,false,,rejected,,67028,15703,,13023766,,,,false,2021-03-16 18:32:56.270000
191471321,173379475,2021-03-11 07:32:02.093000,2021-03-16 15:31:53.578000,2021-03-17 06:21:59.102000,false,"Cape Town, Western Cape, South Africa",rejected,,2,14721,,11836057,,,,false,2021-03-17 08:06:27.521000
190769756,172701590,2021-03-05 07:40:01.500000,2021-03-17 12:16:37.078000,2021-03-17 12:16:37.151000,false,"Johannesburg, Gauteng, South Africa",rejected,,2,15380,,12936889,,,,false,2021-03-17 12:31:26.936000
189258837,171247938,2021-02-22 10:29:01.298000,2021-02-24 12:41:48.230000,2021-02-25 12:41:49.118000,false,,rejected,,2,26000,,12271414,,,,false,2021-03-09 14:03:35.162000
149896580,133792023,2020-02-04 08:37:03.150000,2020-02-06 09:18:32.863000,2020-02-06 09:18:33.346000,false,,rejected,,2,26000,,9404594,,,,false,2021-03-09 13:27:00.505000
150679547,135003938,2020-02-11 11:00:04.024000,2020-02-14 07:20:20.269000,2020-03-24 15:45:16.420000,false,"Cape Town, Western Cape, South Africa",rejected,,2,15703,,9558047,,,,false,2021-03-09 13:27:52.864000
